DSA,Core_CS,Aptitude,Mock,Communication,Projects,Internship,CGPA,Readiness_Score,Category
53.05861765095739,81.45665030976784,58.475328813714796,50.03093330695965,2.608004103311874,1.1554836551502494,4.596952445174324,7.929660857653272,57.714782559900705,Developing
7.701481835448277,57.80221388193533,44.501050335377826,81.16236236504591,3.630455715870621,0.6634170518641053,4.372549045734027,7.718252798970551,47.270776921349245,Developing
41.54673105256531,42.494726653688176,53.6286153593729,42.43239548050529,4.330211281291899,4.786940977994863,0.17915815152199666,6.734029905424866,50.57213162039792,Developing
60.54309432183966,69.99986342700022,35.87441718800226,65.92984859687253,2.5409505314547642,1.0307855258744043,1.367888439365694,6.137897137799614,47.9036149585187,Developing
19.44873531242498,46.59636094293042,72.74658412040522,60.36016186668529,4.741672148537896,0.8068275893194748,2.852002231786284,6.646521446647457,46.07837213687934,Developing
51.36474162073834,70.30788712957187,28.0914676211189,70.72233654444997,1.6631958740814041,2.356977034730052,2.6138253388845065,6.965154555567981,51.915868167350084,Developing
11.430587539553997,56.41327954676116,29.42869771607325,40.819205270902515,4.807461865839598,2.100661565427002,1.1221727130809693,6.832161011539536,39.47192521014435,Beginner
23.97652474318984,53.77422378340997,33.8283182580815,42.596838135353096,1.8725708846988027,4.3358764571791095,5.566358493997985,5.931424264255321,54.277473066736974,Developing
61.957068019807785,61.21288142063778,84.48863252211831,43.38397523989577,2.966090012602248,3.644333441605431,2.0735152692164487,8.132441695893215,59.90537114132343,Developing
50.07349906129987,62.96751136624506,67.84688672281919,58.67390332495594,3.8846267224025444,3.4190266821432562,1.1503054158847072,6.068554369360767,55.76636359239167,Developing
48.545420024827585,64.59152023854344,40.38646813365948,58.26988047965433,2.2366638874375013,4.11413486671466,1.7733110168261632,6.491425915705598,54.07236992778459,Developing
56.200285363635665,61.94589848688908,56.18676135460334,56.721938347240936,1.3426164897398642,2.404639873215441,3.3523760937560585,5.965753393192247,53.38982920150806,Developing
